clear_sky,actual_radiation,capacity_factor
1000,638.2075013236138,0.6382075013236138
1000,454.08296589044096,0.45408296589044095
1000,539.5475029988118,0.5395475029988117
1000,345.33212208327467,0.3453321220832747
1000,462.124443811744,0.462124443811744
1000,248.4282183587271,0.24842821835872708
1000,496.6091953747437,0.4966091953747437
1000,411.7675745186817,0.41176757451868173
1000,337.420369629717,0.337420369629717
1000,450.97394509510923,0.45097394509510924
1000,492.63924483640386,0.49263924483640387
1000,509.3481701248268,0.5093481701248268
1000,575.8113700962202,0.5758113700962202
1000,644.4555231714982,0.6444555231714981
1000,711.028297777955,0.711028297777955
1000,568.6281971268752,0.5686281971268752
1000,461.8846276059685,0.4618846276059685
1000,815.8264850467955,0.8158264850467954
1000,804.082457494328,0.8040824574943279
1000,575.0776048022797,0.5750776048022797
1000,577.4887136603332,0.5774887136603333
1000,415.9192398222431,0.4159192398222431
1000,628.8235333696819,0.6288235333696819
1000,687.1011686991238,0.6871011686991239
1000,501.2318005466193,0.5012318005466193
1000,486.933748532784,0.48693374853278404
1000,326.6872369546383,0.3266872369546383
1000,368.39324383983427,0.3683932438398343
1000,393.75108104577936,0.3937510810457794
1000,417.5890060429459,0.4175890060429459
1000,378.7198630740253,0.3787198630740253
1000,444.2788562957571,0.44427885629575714
1000,481.0843832526964,0.4810843832526964
1000,326.317121138666,0.32631712113866596
1000,503.34241014216707,0.5033424101421671
1000,695.7680714182185,0.6957680714182185
1000,528.9949960387992,0.5289949960387992
1000,518.9944194989072,0.5189944194989071
1000,694.9992758743058,0.6949992758743058
1000,266.91458000677306,0.26691458000677304
1000,712.6157581405388,0.7126157581405388
1000,528.0341776900028,0.5280341776900028
1000,692.550117993298,0.692550117993298
1000,615.9779794816176,0.6159779794816176
1000,664.1995676053349,0.6641995676053349
1000,601.8062416930939,0.6018062416930938
1000,441.55891803925664,0.4415589180392566
1000,551.2632106746993,0.5512632106746993
1000,545.3563743508267,0.5453563743508267
1000,463.59768406248946,0.46359768406248947
1000,391.6851749002212,0.3916851749002212
1000,371.15483886503665,0.37115483886503664
1000,422.5283434238014,0.4225283434238014
1000,339.37147106254474,0.3393714710625447
1000,557.5439643990692,0.5575439643990692
1000,442.6866508309001,0.4426866508309001
1000,277.3142014265757,0.2773142014265757
1000,253.62056566728032,0.2536205656672803
1000,544.7895980409985,0.5447895980409985
1000,351.2088607675018,0.3512088607675018
1000,659.5991636141666,0.6595991636141666
1000,496.9903572740324,0.4969903572740324
1000,623.3335649540996,0.6233335649540996
1000,560.1725684999454,0.5601725684999455
1000,555.2752756644235,0.5552752756644235
1000,571.866315888447,0.571866315888447
1000,622.1002022578264,0.6221002022578264
1000,570.009043399991,0.570009043399991
1000,332.59927170126144,0.33259927170126147
1000,622.8096823018656,0.6228096823018656
1000,522.067378084053,0.522067378084053
1000,495.88110676796373,0.4958811067679637
1000,578.3622639498763,0.5783622639498762
1000,395.3957264266738,0.39539572642667375
1000,348.50157368053505,0.348501573680535
1000,538.3343326317747,0.5383343326317747
1000,361.28377168885714,0.36128377168885717
1000,485.8014081946328,0.4858014081946328
1000,278.8324002759045,0.2788324002759045
1000,272.8136712949371,0.27281367129493705
1000,401.8902821069634,0.4018902821069634
1000,392.40180887216,0.39240180887216003
1000,520.0858175983458,0.5200858175983458
1000,460.02714611462017,0.46002714611462014
1000,486.4821064707383,0.4864821064707383
1000,629.8845406759186,0.6298845406759186
1000,667.6198597796479,0.6676198597796479
1000,764.0907090950051,0.7640907090950051
1000,708.9536202589757,0.7089536202589757
1000,569.5746362439133,0.5695746362439134
1000,461.37788581601126,0.46137788581601125
1000,689.381111509115,0.6893811115091151
1000,427.8003527921165,0.4278003527921165
1000,472.37611092451016,0.47237611092451015
1000,567.9996395720934,0.5679996395720934
1000,595.2159095322091,0.5952159095322092
1000,520.3518494009472,0.5203518494009473
1000,290.9496478408861,0.29094964784088606
1000,236.21844159532134,0.23621844159532135
1000,331.67617089230595,0.33167617089230594
1000,338.5850316589846,0.33858503165898457
1000,520.2986505707652,0.5202986505707652
1000,225.89160887312798,0.22589160887312798
1000,379.5766251278756,0.3795766251278756
1000,470.55802282322577,0.4705580228232258
1000,596.9379897337508,0.5969379897337508
1000,440.75980306395036,0.44075980306395035
1000,657.2208947113321,0.6572208947113322
1000,406.7135122235547,0.4067135122235547
1000,482.46969509296713,0.4824696950929671
1000,650.6100886290983,0.6506100886290983
1000,552.9155966414852,0.5529155966414852
1000,632.9014466043211,0.6329014466043211
1000,596.1852180533135,0.5961852180533135
1000,404.2468679490776,0.4042468679490776
1000,674.8150569607616,0.6748150569607616
1000,549.5643731597148,0.5495643731597148
1000,385.6252890104974,0.3856252890104974
1000,317.8617769144645,0.3178617769144645
1000,452.2572234514531,0.45225722345145314
1000,408.11089322187667,0.40811089322187666
1000,321.2773557415095,0.3212773557415095
1000,394.59755653848936,0.3945975565384894
1000,378.1051771593565,0.37810517715935654
1000,414.0470634445269,0.4140470634445269
1000,564.4480057241308,0.5644480057241308
1000,317.435474404431,0.317435474404431
1000,409.4843625048645,0.40948436250486453
1000,478.15858686529356,0.47815858686529356
1000,359.248282542351,0.35924828254235097
1000,237.50551636040962,0.23750551636040962
1000,435.6756518137266,0.4356756518137266
1000,601.8785963107699,0.6018785963107699
1000,602.4109079368577,0.6024109079368577
1000,585.7226506626007,0.5857226506626007
1000,387.816563847598,0.387816563847598
1000,642.0534797436992,0.6420534797436992
1000,473.68141955297574,0.4736814195529757
1000,598.3429185416427,0.5983429185416427
1000,361.32748547067774,0.3613274854706777
1000,606.392229814186,0.606392229814186
1000,437.35590639214064,0.4373559063921406
1000,713.9123858546317,0.7139123858546317
1000,470.226882333623,0.470226882333623
1000,565.185436911363,0.565185436911363
1000,291.140071487338,0.291140071487338
1000,498.5161179763843,0.4985161179763843
1000,298.07393142862423,0.29807393142862426
1000,398.40338275553734,0.3984033827555373
1000,444.78250425848086,0.44478250425848087
1000,359.8496044233499,0.3598496044233499
1000,289.6023467770601,0.2896023467770601
1000,406.52884253153945,0.4065288425315395
1000,418.6008493479747,0.4186008493479747
1000,469.14355020609156,0.46914355020609155
1000,257.3054211561151,0.2573054211561151
1000,322.59198525368373,0.3225919852536837
1000,495.6097111424281,0.49560971114242813
1000,651.2059278385245,0.6512059278385245
1000,507.49806010666964,0.5074980601066696
1000,541.7647430605715,0.5417647430605715
1000,605.4746369772486,0.6054746369772486
1000,571.4884382145676,0.5714884382145676
1000,586.7971690310518,0.5867971690310518
1000,404.15451148027194,0.4041545114802719
1000,467.7006689850559,0.4677006689850559
1000,485.1921463138796,0.48519214631387964
1000,385.6730041801789,0.3856730041801789
1000,354.97601797437926,0.3549760179743793
1000,412.2005516102772,0.41220055161027724
1000,281.102703514315,0.281102703514315
1000,301.7161012065637,0.30171610120656367
1000,339.4488971983859,0.3394488971983859
1000,413.21243564526225,0.4132124356452622
1000,341.4547865319872,0.34145478653198724
1000,414.54876868862414,0.4145487686886241
1000,356.8356693596041,0.3568356693596041
1000,357.90727747921727,0.35790727747921725
1000,361.37217232145946,0.36137217232145946
1000,481.56330172149575,0.48156330172149575
1000,266.5047588691628,0.2665047588691628
1000,602.0506788165203,0.6020506788165203
1000,587.9072399051406,0.5879072399051406
1000,651.2416549041591,0.6512416549041591
1000,503.4569368313274,0.5034569368313274
1000,558.9067407447471,0.5589067407447471
1000,712.3503789431531,0.7123503789431531
1000,661.0970820468062,0.6610970820468063
1000,476.7711728007359,0.4767711728007359
