hub_height_speed,power_density,capacity_factor
6.660045517121565,180.94129112620288,0.444003034474771
6.1705182644468515,143.90338818700582,0.41136788429645677
7.048375828036903,214.47330904731456,0.46989172186912687
7.866908639469171,298.2073977004762,0.5244605759646114
8.786820556039912,415.5290251326019,0.5857880370693275
7.916958591537971,303.9353489910303,0.5277972394358648
9.391405783812493,507.3386055360556,0.6260937189208329
10.757361962483492,762.4711907471751,0.7171574641655661
12.417167344456976,1172.664276740916,0.8278111562971318
10.251106087136758,659.8090635699878,0.6834070724757839
9.783684169652442,573.605579363148,0.6522456113101628
7.465508724048559,254.84981048042067,0.49770058160323727
9.575492161116655,537.7611307026897,0.6383661440744437
6.748820805684793,188.27375474521858,0.4499213870456529
6.890077754540645,200.34497861635893,0.45933851696937633
4.755170269219942,65.85735893079907,0.31701135128132946
5.1607677543212835,84.18777641611786,0.3440511836214189
8.219709073283633,340.1538826089701,0.5479806048855755
6.342228200574965,156.2541951373307,0.42281521337166433
4.316289456630756,49.253577113236574,0.2877526304420504
6.15465752941297,142.79656779803074,0.41031050196086466
2.0423709877852803,5.218071082002771,0.13615806585235202
8.505745774741317,376.91488371601184,0.5670497183160879
8.005165362673601,314.20783894511015,0.5336776908449068
8.475334811574685,372.886520312148,0.5650223207716457
5.405762420058823,96.75578870900424,0.3603841613372548
9.732428681019485,564.6375840105112,0.6488285787346323
9.0892311873824,459.92555698109106,0.6059487458254933
11.797355884080705,1005.6807452662447,0.786490392272047
6.5882060474027435,175.14898024109849,0.43921373649351625
11.570328511952368,948.7311555605013,0.7713552341301579
6.373427998068725,158.57157675341722,0.42489519987124835
9.501341425085716,525.3646733033249,0.6334227616723811
9.21944202462071,479.9765347825764,0.6146294683080473
8.099691295156795,325.4703969641323,0.5399794196771197
6.382339755513232,159.23768374393495,0.4254893170342155
8.322886744741194,353.1246606601314,0.5548591163160795
7.909519336369097,303.0793654843717,0.5273012890912732
6.9524158435216545,205.83219945946612,0.4634943895681103
5.6620297980775165,111.17894406118599,0.37746865320516776
6.4027805423731685,160.77256567579226,0.4268520361582112
8.158125288889432,332.5655086389258,0.5438750192592955
7.081017000655305,217.46682020002274,0.47206780004368704
4.606390241500203,59.86710749413332,0.3070926827666802
2.368690299203624,8.140122438795705,0.15791268661357494
7.68854506796309,278.38035624786494,0.5125696711975393
6.579973771439496,174.49322943918884,0.4386649180959664
7.177387358252295,226.46716803224302,0.47849249055015297
6.81822031531476,194.14185910463829,0.454548021020984
8.797263240159399,417.012291120113,0.5864842160106266
11.077244728754854,832.5327850770683,0.7384829819169902
10.433267875783269,695.6121632787699,0.6955511917188846
7.957314225317761,308.6068897669363,0.530487615021184
10.774302364750922,766.0790232455746,0.7182868243167281
7.873390382797994,298.94510684568866,0.5248926921865329
9.016994374066623,449.04667933106873,0.6011329582711082
